name,type,cuisine,address,lat,lon,phone,website,opening_hours
Corso Pizza,restaurant,pizza,Strada Socoleni,47.0623681,28.8490740,,,
Arabic Kebab,fast_food,kebab,Strada Ceucari,47.0640814,28.8445264,,,
M'Kebab,fast_food,kebab,Strada Iazului,47.0621519,28.8434568,,,
Complexul Turistic „Regatul Vinului”,restaurant,,Strada Chișinău,47.1484822,28.8603899,,,
Terasa Regatul Vinului,cafe,,Strada Chișinău,47.1482175,28.8613117,,,
Emilise Café,cafe,coffee_shop,Bulevardul Ștefan cel Mare și Sfânt,47.0211468,28.8383099,,,
VosKebab,fast_food,kebab,Strada Ismail,47.0198102,28.8510371,,,
Anakuma,cafe,,Strada Ismail,47.0199471,28.8509788,,,
Partner's Coffee,cafe,coffee_shop,Bulevardul Grigore Vieru,47.0311513,28.8413923,,,Mo-Su 07:30-21:00
Brew Coffee,cafe,coffee_shop,Strada Vasile Alecsandri,47.0139358,28.8284593,,,Mo-Su 07:30 - 20:00
Little Napoli,restaurant,pizza,Strada Sucevița,47.0334626,28.7790957,,,
Mimino,restaurant,georgian,Strada Arborilor,47.0046035,28.8401004,,https://mimino.md,
Corso Pizza,restaurant,pizza,Strada Valentin Guțu,47.0004279,28.8366558,,,
Picoteo,cafe,,Bulevardul Mircea cel Bătrân,47.0500009,28.8911461,,,
Food Mafia,restaurant,sushi,Bulevardul Mircea cel Bătrân,47.0606160,28.8911384,+373 798 01 060,https://foodmafia.md,Mo-Th 11:00-23:00; Fr-Su 11:00-24:00
NANUNA,restaurant,,,47.0469400,28.7834210,,,
La Plăcinte,restaurant,romanian,Strada Liviu Deleanu,47.0396171,28.7693888,,,
,bar,,Strada Mitropolit Dosoftei,47.0295299,28.8295034,,,
Emba Coffee & Patisserie,cafe,coffee_shop,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0288201,28.8352524,,,
Lazy Crazy,restaurant,asian,Strada Mitropolit Gavriil Bănulescu-Bodoni,47.0288878,28.8353574,,,
The Kebab Shop,fast_food,kebab,Strada Andrei Doga,47.0353270,28.8551582,,,
Burger Craft,fast_food,,Strada Mihail Kogălniceanu,47.0197157,28.8252724,,,
Big Kebab Pizza & Burger,fast_food,kebab,Bulevardul Decebal,47.0007186,28.8596898,,,
Andy's Pizza,restaurant,pizza,Bulevardul Decebal,47.0057049,28.8588844,,,
Skull Terrace,cafe,,Bulevardul Ștefan cel Mare și Sfânt,47.0166974,28.8455572,,,
Garnir,cafe,,Strada Calea Basarabiei,47.0082283,28.8745342,,,
Pato Potato,restaurant,turkish,Strada Petricani,47.0425073,28.8382570,,,
Ani Ami Café,cafe,,Strada Igor Vieru,47.0516174,28.8940432,,,
Döner Kebab,fast_food,kebab,Strada Vasile Alecsandri,47.0243950,28.8427880,,,
Roast & Wine,bar,,Strada Tricolorului,47.0272411,28.8307981,,,
Coffee Varka,cafe,,Strada Alexandr Pușkin,47.0276542,28.8388120,,,
27 Bar,bar,,Strada Ion Inculeț,47.0091282,28.8380109,,,
Gamarjoba,restaurant,,Bulevardul Mircea cel Bătrân,47.0401565,28.8922188,,,
Nordi.,cafe,coffee_shop,Strada Mihail Kogălniceanu,47.0149622,28.8321442,,,
,cafe,,,47.0200164,28.8082257,,,
,cafe,,Strada Lev Tolstoi,47.0112347,28.8419322,,,
,cafe,,,47.0059457,28.8567016,,,
,cafe,,,47.0059261,28.8567511,,,
Smile Kebab,fast_food,kebab,Strada Alecu Russo,47.0431161,28.8674167,,,
Mirror Bistro,cafe,,Strada Aleksandr Pușkin,47.0191865,28.8277646,,,
,cafe,,проспект Дечебал,47.0063819,28.8593499,,,
,cafe,,,47.0020798,28.8558940,,,
Ferma cu Origini,restaurant,pizza,Strada Calea Ieșilor,47.0379561,28.8037702,,https://4sq.com/3uPFFBu,"PH,Mo-Su 10:00-22:00"
Crizantema de Aur,restaurant,regional,Strada Petru Zadnipru,47.0442834,28.8830028,,,
Bar Biliard,bar,,Strada Ștefan cel Mare,47.0899030,29.0769849,,,
Țărăncuța,restaurant,regional;romanian,Strada Alba Iulia,47.0304012,28.7869239,+37322747761,,
Château Grill & Pub,restaurant,,Strada Nicolae Costin,47.0424082,28.7713712,,,
Kebabun,fast_food,kebab,Strada Alba Iulia,47.0281445,28.7912680,+37378076622,https://kebabun.md/,Mo-Su 10:00-02:00
Cantina,fast_food,,Strada Mircești,47.0589210,28.8144951,,,
Popas Vânătoresc,restaurant,romanian;regional,Strada Calea Moșilor,47.0401353,28.8433846,+373 22 294 488,,Mo-Su 12:00-23:00
Bar „Leu”,cafe,,Strada Doina,47.0605581,28.8364652,,,Mo-Su 10:00-22:00
Denis Vila,restaurant,,Strada Ștefan cel Mare,47.0870781,29.0802672,,,
Poienița,bar,,,47.0882534,29.0794475,,,
V.Duminica,bar,,Strada Frunze,47.0893392,29.0771254,,,
Steluta,pub,,Strada Ștefan cel Mare,47.0933463,29.0737229,,,
,bar,,,47.1453650,28.8313757,,,
,bar,,,47.1478433,28.8360185,,,
Cu Tradiție,restaurant,seafood,Strada Drumul Viilor,47.0043446,28.8103184,+373 692 27 755,,Mo-Su 11:00-23:00
La Sarkis,restaurant,armenian;caucasian,Strada Alexei Mateevici,47.0231241,28.8172386,+373 69 22 4444,https://lasarkis.com,24/7
,cafe,,Strada Sfântul Andrei,47.0309850,28.8343397,,,
Hanul lui Vasile,restaurant,regional;romanian,,47.0491067,28.9265825,,,
Buffalo Steak House,restaurant,steak_house,Strada Vasile Alecsandri,47.0142572,28.8290315,+373 798 86 677,,Mo-Su 11:00-23:00
Restaurant Ecaterina,restaurant,,Chișinău-Orhei,47.1156352,28.8594122,,,
Primăria,public_building,,,47.1359638,28.9422756,,,
The BOX,restaurant,pizza,Strada Tighina,47.0109088,28.8341007,+37322108108,https://thebox.md/,Mo-Su 10:00-22:00
Floris,cafe,,Strada Mircești,47.0584674,28.8143792,,,Mo-Fr 10:00-23:00
,public_bath,,Strada Maria Lătărețu,47.0258680,28.8073694,,,
Liufesso,cafe,,Strada Voluntarilor,47.0096602,28.8899767,,,
Martini,bar,,,47.1383208,28.8607541,,,
,cafe,,,47.0120721,28.8608979,,,
Lemon Cafe,cafe,,Strada Ghioceilor,47.0179854,28.7995919,,,
Negustorii Bar,bar,,Strada Ion Creangă,47.0282858,28.7970935,,,
,bar,,Strada Ion Creangă,47.0281355,28.7966961,,,
Drive Thru Coffee Point,cafe,coffee_shop,Strada Studenților,47.0601349,28.8745264,,,
Friends Coffee House,cafe,,Strada Stolniceni,47.0059932,28.8563323,,,
Bar,bar,,,47.0197368,28.8451337,,,
,cafe,,Strada Grigore Alexandrescu,47.0198663,28.8086602,,,
Blocul alimentar,fast_food,,Strada Vasile Alecsandri,47.0066433,28.8287745,,,
Prime Kebab,fast_food,kebab,Strada Stolniceni,47.0061037,28.8564084,,,
UBC Terrace,cafe,,,47.0290987,28.8253022,,,
